Time	Fp1	Fp2	F3	F4	C3	C4	P3	P4	O1	O2	F7	F8	T3	T4	T5	T6	A1	A2	FZ	CZ	PZ
7896.0000	0.9441	-3.3812	0.5191	-6.6661	-0.3405	-2.1647	-0.2708	2.8636	-0.3757	-0.7282	1.7065	2.5299	1.2833	2.4646	0.9298	6.2315	3.6394	0.4085	-6.1811	-2.8857	-0.5266
7900.0000	5.5089	-0.3369	8.4353	-8.3885	-3.6171	-9.5889	-1.1190	-7.6135	0.8650	-3.5695	7.5628	6.2133	5.6986	-3.3136	4.3721	1.1876	15.5090	6.5194	-8.2369	-9.4126	-6.6754
7904.0000	0.9742	4.2706	-3.3129	10.5162	5.5539	3.9201	-0.4696	-6.0349	-2.3095	-7.1780	-2.5965	-7.8235	1.4817	-3.2480	-0.9732	-0.3562	-7.5327	-8.8018	12.0176	11.1813	0.7210
7908.0000	5.1504	10.7482	2.6228	12.5760	-0.8060	-4.6404	-4.1893	-12.4486	-2.3707	-9.3815	-1.8264	-3.3022	5.3910	-2.9125	-1.0837	3.5938	2.8344	-6.5002	11.6534	2.0939	-7.2025
7912.0000	11.9253	14.2020	12.6486	9.5296	-3.6777	-13.9470	-5.2098	-25.2824	-1.4443	-14.8102	6.3035	1.0730	11.8177	-10.4823	3.5407	-2.5843	17.8812	-0.3149	8.7483	-5.2343	-14.6825
7916.0000	10.2659	23.7554	6.2443	29.1977	-0.5571	-7.2725	-7.1657	-27.5164	-4.0549	-18.1745	-2.9849	-8.1427	9.8629	-10.1303	-1.9673	-3.5106	3.5704	-11.9393	27.3946	6.3455	-13.2208
7920.0000	11.6945	27.4843	5.9441	33.0057	-0.7181	-6.8884	-8.4404	-24.5923	-5.4790	-19.5412	-5.0965	-8.1620	9.9849	-8.6637	-4.2727	-4.8995	1.5367	-16.0071	30.2400	6.1304	-13.2600
7924.0000	16.7057	27.1776	14.9765	25.0904	-2.7898	-13.0186	-7.3341	-29.1108	-3.8435	-20.4575	3.6830	-1.9330	13.3990	-15.1238	-0.0119	-17.3477	13.8587	-7.9380	22.5945	-2.3006	-16.2760
7928.0000	17.6803	26.2009	11.9809	25.5455	4.3483	-5.2751	-4.7537	-18.8097	-6.0402	-22.4074	3.7785	-4.6506	11.4565	-16.5009	-1.7376	-30.5911	4.0838	-15.2853	24.7077	4.7575	-8.4882
7932.0000	27.2767	27.0669	22.0929	16.3766	6.8723	-9.4880	-3.0162	-17.3474	-6.9998	-28.6031	14.9668	1.7475	16.6136	-24.7156	1.9316	-52.4908	14.5013	-13.5622	16.9559	-1.6394	-8.5394
7936.0000	27.8982	28.1062	25.8420	16.2818	4.8041	-12.2251	-2.6225	-23.8678	-5.2596	-27.6478	17.7672	3.1007	17.4675	-28.7302	3.9983	-57.5717	19.5558	-8.0115	16.5893	-4.4645	-11.0104
7940.0000	30.8757	28.7754	28.5023	16.5715	8.5691	-11.5007	-1.0140	-28.2391	-5.5411	-31.8582	22.0913	1.5680	19.4901	-35.2999	6.2589	-68.4969	20.4141	-8.4724	18.5997	-1.1213	-10.1725
7944.0000	34.3740	31.2620	31.3116	16.6218	8.7035	-13.6938	-1.7709	-29.2339	-6.5032	-35.2529	24.0207	2.8741	21.8527	-36.8903	6.5228	-71.8259	23.5611	-9.9249	18.5996	-2.8685	-11.7395
7948.0000	32.1098	27.1646	32.5778	10.3928	3.6144	-19.2127	-2.6924	-34.2929	-4.1976	-31.8604	25.0236	5.9970	22.5681	-34.2377	8.9362	-57.9949	31.6326	-2.2574	11.8678	-8.8813	-16.2575
7952.0000	29.0304	20.9980	28.4976	4.7212	4.2016	-18.1089	-2.4291	-29.9393	-4.2176	-30.1188	23.5134	5.7099	21.3996	-29.1136	9.0825	-45.1499	29.9545	-2.6519	7.0516	-7.7406	-14.6905
7956.0000	12.1486	19.0514	9.6370	16.3121	-1.1166	-6.7524	-4.7122	-11.5299	-3.6624	-13.0089	1.7221	0.1525	7.7904	-8.4222	-2.0242	-17.1796	6.4827	-8.1547	14.0830	-2.6040	-8.2126
7960.0000	7.5303	9.8306	9.5268	5.1587	-4.4635	-9.3486	-3.1765	-13.0058	-0.2311	-6.3592	4.1609	3.3369	6.3017	-6.1924	1.5568	-6.4847	12.4667	2.2206	3.5146	-7.2957	-9.0471
7964.0000	9.3419	2.9074	9.8018	-5.2999	0.1235	-8.2945	-0.8822	-8.0472	-0.9866	-9.0145	9.2547	4.5258	7.6913	-7.0845	4.2241	-7.8087	13.8819	1.5066	-4.2353	-5.9655	-5.6401
7968.0000	1.6572	3.7192	2.8184	-2.5953	-8.4392	-6.3935	-3.8663	8.3062	-0.4304	3.8990	-2.7687	8.2719	0.0523	8.3550	-3.5204	7.4085	6.7265	1.3807	-6.6351	-13.6413	-4.3045
7972.0000	-1.5270	-3.2351	0.6123	-9.6352	-8.2756	-5.9937	-2.6205	9.6264	0.8054	6.7428	-2.0461	8.6224	-1.0811	10.6961	-1.7367	15.9919	7.3735	4.7772	-12.5485	-13.4579	-3.0907
7976.0000	-12.1459	-9.7772	-9.6066	-9.5107	-10.7908	-0.9072	-2.6389	16.5969	2.4515	16.7997	-11.2138	5.8490	-7.9883	21.2604	-4.8030	36.5264	-2.1875	5.9703	-13.4721	-10.5508	0.1386
7980.0000	-15.0626	-12.5429	-10.5025	-12.4338	-14.7580	-3.9211	-3.7110	14.3033	3.9310	20.1642	-12.6363	7.3033	-8.4304	25.0812	-4.1719	49.5931	1.3769	10.3228	-17.1347	-14.0424	-2.7282
7984.0000	-12.4653	-11.5185	-9.7193	-13.0289	-13.8843	-5.2724	-4.6469	14.9004	2.4888	16.4970	-11.9269	7.7207	-6.3358	25.5184	-4.3156	51.3780	2.8252	7.1573	-17.4433	-14.2768	-3.6516
7988.0000	-16.7031	-11.4275	-11.4477	-11.8996	-19.7208	-6.8209	-6.1663	16.0267	4.1626	23.1727	-16.3849	9.5927	-9.1352	30.9788	-6.1632	60.9105	3.2642	11.2520	-18.7166	-19.0934	-5.6812
7992.0000	-14.7213	-13.9377	-9.2746	-15.1234	-15.6816	-6.2922	-3.9265	11.3492	4.4495	19.6488	-11.0667	8.2492	-7.1583	24.7901	-2.6681	53.4049	5.1632	12.5356	-19.5149	-15.6528	-4.5727
7996.0000	-9.1414	-10.4814	-0.2949	-18.6491	-19.4525	-13.5165	-4.5682	6.1013	5.4145	18.0268	-4.6984	14.3334	-3.3765	19.8008	-0.1245	43.3205	17.2188	18.5732	-23.9918	-25.0203	-9.4740
8000.0000	-13.8125	-12.6456	-5.7403	-16.0021	-18.3699	-9.0763	-3.9654	8.5385	5.7180	21.2034	-9.0222	10.8675	-6.6758	22.7554	-1.6560	48.8562	9.9203	17.0858	-21.2118	-20.1334	-6.6340
8004.0000	-6.2762	-6.8580	1.6754	-13.5794	-16.1799	-12.6049	-3.9518	-0.0659	4.7194	13.1249	-2.5140	11.3467	-1.3753	13.4722	0.9274	33.3666	16.4273	16.2640	-17.8435	-20.4734	-9.6016
8008.0000	-3.4993	4.6300	4.5396	-0.6828	-19.5025	-14.5276	-6.8051	-4.7495	3.8923	11.4545	-5.7707	10.9305	-0.5405	11.4837	-2.2834	25.3951	16.2381	13.5657	-7.8069	-22.4615	-13.4996
8012.0000	-10.0344	-0.1593	-1.1684	-1.4842	-20.2665	-10.7009	-5.8660	-0.7511	5.3372	18.0356	-10.1092	9.1870	-5.0573	16.2559	-3.4267	34.0081	10.3173	15.4917	-8.8268	-20.1838	-10.5981
8016.0000	-5.7679	-5.8944	6.9469	-16.6382	-22.4397	-18.7907	-4.8206	-4.8022	7.1209	16.7686	-0.0372	16.5775	-0.5452	12.6436	2.5811	33.0576	25.9539	24.8968	-22.6573	-29.7494	-14.4041
8020.0000	-8.3386	-8.7506	1.6744	-15.5275	-17.9373	-12.8393	-3.3587	-0.1064	6.1831	16.7454	-2.4613	12.4455	-2.8111	13.9853	1.4689	34.0748	17.3836	20.2594	-20.1605	-22.3888	-9.5403
8024.0000	-8.1988	-7.2318	3.1595	-14.0872	-19.3948	-14.0921	-3.5841	-3.0783	6.8816	17.3921	-2.0955	12.9121	-2.6259	12.6251	1.8086	32.1321	19.1734	22.3358	-19.2471	-23.8067	-10.9783
8028.0000	-7.9964	-15.7874	6.9849	-27.4326	-19.1703	-17.3860	-0.8746	-6.7165	9.3645	18.5762	5.8076	16.4376	-0.9750	9.0400	7.6443	31.9799	28.1990	31.4687	-30.3495	-27.4135	-11.4010
8032.0000	-17.4828	-16.5575	-10.3666	-14.4410	-12.4888	-1.2914	-0.5072	9.8666	6.1838	22.5549	-9.5447	5.3296	-9.9254	19.7887	-1.1230	42.1001	0.4230	15.6512	-17.4431	-10.4288	-0.2976
8036.0000	-16.6097	-9.7179	-9.3789	-5.8093	-15.2072	-3.2098	-2.8495	4.7237	5.8390	21.4185	-12.4744	4.3357	-9.1588	19.4389	-2.9590	42.4576	0.6991	14.1939	-10.6088	-11.2034	-3.9198
8040.0000	-18.1586	-15.0036	-9.9038	-11.6357	-13.4933	-1.5087	-0.5920	6.5840	6.9146	23.4737	-10.0386	4.6675	-10.2950	18.4463	-1.0552	40.4984	0.5015	17.2200	-15.0829	-10.3075	-1.2310
8044.0000	-18.6379	-10.6294	-11.7221	-4.5933	-13.8302	0.3737	-1.7343	8.1041	5.9981	23.6177	-14.0143	2.8815	-11.5235	19.8386	-3.9402	39.3265	-4.2048	13.4095	-9.2727	-8.5723	-0.8749
8048.0000	-16.0761	-5.9918	-12.0338	2.5476	-10.5526	1.8250	-2.4135	4.4312	4.0815	17.7873	-14.7510	-1.0153	-9.6392	16.8427	-4.7371	35.5008	-7.4836	7.2331	-1.4959	-2.9856	-1.0740
8052.0000	-10.0065	-13.2137	-2.9928	-14.3533	-9.2621	-5.7526	-0.1699	-2.5529	5.4310	12.7469	-1.4326	4.8515	-3.2804	9.4870	3.3886	31.1223	8.8288	15.7084	-15.2086	-9.2046	-4.1345
8056.0000	-9.5703	-4.0318	0.2220	-3.6497	-16.0308	-11.0932	-3.6519	-13.3121	6.5040	13.4647	-4.6307	5.2204	-2.1471	8.5590	1.9703	33.2389	13.3713	18.5573	-7.6553	-13.8230	-11.5120
8060.0000	-10.5438	-4.2210	-3.1385	-1.3690	-13.0629	-6.7912	-3.0397	-8.4916	5.3325	13.1121	-6.9051	2.6970	-3.7587	9.7525	0.2241	31.6692	6.7456	13.9491	-4.9076	-9.2488	-8.0041
8064.0000	-2.4620	-8.3211	9.1870	-17.4695	-13.6609	-16.0583	-1.1151	-15.0539	6.9159	8.6892	7.6382	11.1570	2.9399	0.8566	7.9639	19.5672	25.7741	24.0270	-18.9520	-19.5456	-12.0778
8068.0000	-6.0220	-0.9418	2.1481	-1.3972	-13.1215	-9.8468	-3.1400	-12.4323	5.1164	9.6529	-2.7008	4.6600	-0.8394	4.8802	1.7177	22.0675	12.1874	15.0172	-4.8768	-11.9847	-10.1442
8072.0000	-4.8064	0.4420	0.2894	2.3533	-8.3777	-5.8210	-2.3674	-10.8413	3.3643	5.9058	-3.1840	1.0641	-0.7119	2.8729	0.8389	16.2645	6.3223	9.0227	0.0703	-5.5884	-7.1124
8076.0000	-6.6244	4.6978	-5.2235	11.8437	-6.5735	-0.2960	-3.4319	-4.8268	1.2938	5.9371	-10.1720	-3.1080	-3.4936	6.5676	-4.0235	16.7124	-4.5739	0.6615	8.5164	0.1377	-4.0210
8080.0000	-11.3708	0.2882	-13.5902	12.6999	-1.7999	8.0629	-1.8478	5.1149	0.0766	8.1468	-15.2214	-7.7385	-7.8385	11.3294	-6.7256	21.1042	-17.1792	-5.5961	10.5058	8.5472	3.0322
8084.0000	-8.5687	-0.6931	-2.5233	5.2441	-9.2887	-5.1517	-2.5489	-15.9165	4.5533	7.8908	-5.8180	-1.8528	-1.9540	3.7344	1.1218	24.4139	4.4080	10.7543	2.9935	-2.6836	-8.1149
8088.0000	0.0366	3.8696	5.2002	4.0687	-7.1014	-9.3358	-2.7299	-20.2308	2.8901	-0.5369	1.3560	0.5927	3.7648	-3.6324	3.4342	10.2303	12.0749	9.0029	2.7658	-5.1293	-10.5904
8092.0000	8.4916	4.9365	18.1854	-5.8755	-10.4512	-20.0944	-2.6989	-29.1298	4.2919	-4.8006	13.2283	9.0273	10.5511	-11.8483	9.3283	-1.4384	31.2588	18.2762	-6.8696	-17.1152	-17.2533
8096.0000	11.3733	6.6878	23.7003	-6.3960	-11.8626	-24.8682	-2.7722	-39.3750	5.5129	-7.3562	17.9734	10.2955	13.8509	-17.6871	12.6292	-5.8130	39.3482	23.1696	-7.0392	-19.8109	-21.5606
8100.0000	12.7507	12.4299	16.5543	8.0176	-0.5824	-12.9437	-1.6616	-33.8340	0.7309	-15.4362	12.8741	-0.3565	12.5166	-20.5244	8.1045	-18.4469	20.3209	5.7553	9.3878	-2.1974	-13.4596
8104.0000	6.8081	2.3354	12.3928	-1.6919	-1.0164	-10.9996	0.3903	-28.7225	2.8172	-8.7352	12.5191	0.5637	9.1050	-15.8036	9.5782	-7.5106	19.1815	11.0425	0.6747	-2.5387	-10.3900
8108.0000	4.3325	3.6654	8.9657	2.2888	-1.5023	-7.8398	-0.0162	-23.3895	2.4207	-5.7747	7.9770	-0.5688	6.1884	-12.2914	6.5365	-6.5501	13.1379	8.4508	3.4935	-1.2471	-8.2775
8112.0000	3.0425	4.6715	8.2230	4.4521	-2.9677	-7.8088	-0.5370	-23.8231	2.8103	-4.1100	6.1447	-0.8096	5.2606	-11.1737	5.6953	-4.7103	12.2927	9.0162	4.8802	-1.7032	-8.8458
8116.0000	0.9877	-2.5709	6.2970	-2.7466	-0.1297	-5.8119	1.7594	-22.3048	3.5689	-3.1543	8.4663	-1.5397	4.5483	-11.2873	8.0952	-1.6301	11.5866	10.9867	-0.1895	1.0314	-5.9627
8120.0000	2.1518	0.2123	6.8480	0.4608	0.5921	-4.7880	1.7271	-21.6825	2.9894	-4.0762	8.1444	-2.0692	4.4782	-12.6765	7.1500	-7.6826	9.8808	9.1214	2.6987	1.8546	-5.3345
8124.0000	-7.5163	0.7370	-9.3110	13.7032	4.3537	9.3114	1.2323	-5.3838	0.4173	1.7977	-7.8091	-11.2518	-4.6920	-0.7907	-2.0893	3.5695	-15.5399	-4.5336	14.6489	15.1336	4.0129
8128.0000	-10.2636	-1.0868	-12.9923	14.4844	5.8895	13.3027	2.1318	-0.8098	0.3236	4.1219	-10.3292	-13.0990	-7.3345	1.2310	-3.4427	4.1902	-21.4366	-6.2504	15.6311	18.3866	7.3522
8132.0000	4.6919	2.0454	8.9303	2.0042	2.8081	-4.5828	2.3625	-24.6752	2.5139	-7.3712	10.6211	-3.0377	6.0601	-17.0361	8.1676	-15.6161	10.4333	8.0511	5.0598	3.7800	-5.2103
8136.0000	9.5459	9.5484	10.5242	9.1719	4.1778	-5.0185	0.3808	-24.5633	-0.2662	-13.5019	9.6262	-3.9925	8.5764	-18.3550	5.8303	-21.5014	9.1451	0.6194	11.5354	4.9470	-6.4300
8140.0000	1.6743	12.2319	-2.2716	21.4846	4.9943	5.9644	-0.9140	-8.2392	-2.4354	-6.7780	-5.0702	-9.7509	0.1756	-6.7077	-3.4636	-13.4540	-11.7056	-10.5477	21.3186	12.6922	0.8021
8144.0000	7.5575	5.6364	5.6945	9.5297	11.2189	2.4861	3.2817	-20.8013	-1.1406	-14.7245	9.2904	-9.2535	6.5290	-20.1002	5.9362	-26.2313	-0.3080	-4.0008	14.4439	14.8800	0.0759
8148.0000	16.7015	9.4706	16.7795	5.0378	10.0975	-6.4433	2.5661	-30.6466	-1.2907	-22.3708	19.0106	-4.0996	13.8871	-28.5035	10.4677	-37.1727	14.7906	-0.1066	10.5426	7.5146	-6.2326
8152.0000	17.7184	12.5456	18.1372	7.9930	8.6098	-8.0592	1.5145	-33.1743	-1.3776	-23.1029	18.5316	-3.7942	14.6706	-29.0731	9.9988	-37.8497	16.2755	-0.1455	12.6850	6.1436	-8.2472
8156.0000	23.2409	15.8956	25.1974	8.8008	9.7356	-12.5544	1.8526	-45.7229	-1.0130	-29.5499	25.4047	-3.6908	19.7512	-38.5028	14.1041	-48.2955	24.5488	2.6190	14.7719	5.7694	-12.3628
8160.0000	14.3774	10.8644	18.8947	6.0377	3.3102	-11.1468	1.0866	-36.7472	1.3061	-17.3163	17.8447	-1.4383	13.2557	-27.3144	10.9130	-31.2872	20.6686	7.5215	9.3729	0.9461	-11.1493
8164.0000	12.9658	9.2472	20.4756	1.0370	-3.2640	-16.8472	-0.8001	-37.0131	2.8867	-13.0126	17.2603	3.5301	13.3571	-22.4014	11.1984	-19.3408	28.0907	13.5172	2.5227	-7.8975	-15.5122
8168.0000	13.5645	8.7056	18.8942	1.8881	0.7218	-13.5256	0.2850	-34.9186	1.7512	-15.3997	17.5396	1.1023	13.2552	-23.8089	11.0070	-23.5011	23.8077	9.6304	4.6365	-3.0706	-12.5648
8172.0000	12.3693	8.1050	10.8277	8.0633	10.4438	-2.6404	2.1761	-26.4598	-1.6546	-19.6196	13.4083	-7.0506	10.8297	-23.3835	7.9127	-28.1319	7.4572	-3.2645	13.1882	11.4239	-4.0002
8176.0000	9.4921	13.2835	4.1125	19.3434	11.2452	3.5498	0.5919	-18.4470	-3.7978	-18.0397	4.2552	-11.2559	6.8894	-17.7493	1.6349	-26.2433	-5.2742	-12.3200	22.6238	16.7612	-0.6556
8180.0000	10.0061	2.9998	15.2908	-3.3087	1.3387	-10.6833	1.6068	-28.0270	2.3073	-11.2463	16.2688	1.4447	10.4090	-19.8713	10.6695	-18.5716	20.4619	10.5555	-0.0951	-2.4812	-9.0746
8184.0000	18.6648	11.7799	20.1207	4.7432	7.0941	-10.6137	1.2407	-33.7640	-0.9672	-22.9481	20.2642	-1.4847	15.6809	-28.9610	10.9616	-36.6297	20.4433	2.1632	9.2658	2.7224	-9.7766
8188.0000	14.3052	16.3459	9.4837	20.9701	13.7910	1.6059	1.4867	-27.5269	-3.8799	-23.9071	10.0014	-12.1000	10.6885	-26.5212	4.7246	-38.8232	-0.6805	-11.4992	25.6633	18.3529	-2.4809
8192.0000	25.2662	15.6183	30.0533	3.7217	6.2414	-17.6854	1.4612	-48.0383	0.1950	-28.6747	29.1036	1.0301	21.5356	-39.6044	16.0312	-49.4902	33.0779	8.2326	9.0365	-1.4965	-15.6150
8196.0000	24.0807	22.0280	21.8238	17.3522	10.9819	-8.5266	0.1419	-37.0421	-3.9301	-30.8556	19.4700	-5.5420	18.0817	-34.6342	8.6464	-51.3221	15.7827	-6.9168	21.7281	8.4518	-9.7998
8200.0000	18.0964	17.2434	13.7710	17.6728	12.7715	-2.8287	0.7244	-30.3203	-4.1728	-27.0596	13.7018	-9.2221	13.9573	-28.3174	6.4038	-39.7680	6.3253	-10.1984	22.4810	14.2311	-5.4924
8204.0000	14.1814	8.2355	12.2929	8.7445	14.0839	-1.1538	3.8151	-30.1293	-1.7926	-22.8067	16.6433	-9.0917	12.0466	-28.9501	9.7717	-37.2282	6.9491	-3.7881	15.4892	15.3852	-2.6980
8208.0000	3.8390	4.4986	2.2844	11.9000	11.4382	5.9272	4.0470	-19.0341	-0.4052	-11.1027	6.2908	-11.3569	3.4867	-18.6578	4.7852	-25.2605	-5.6144	-3.7271	16.5903	17.6986	2.3724
8212.0000	10.2105	4.1958	12.9711	-0.7238	4.4527	-5.9202	2.4098	-20.5704	0.7969	-11.4943	14.4495	-0.0307	8.5605	-19.2568	8.2458	-25.9449	13.4661	5.3175	2.5777	0.9706	-4.6834
8216.0000	6.3599	-5.4435	10.2386	-10.5370	5.7317	-4.7599	4.6126	-18.7262	2.3606	-8.2822	16.2589	0.1222	7.1716	-17.2362	11.0126	-16.9514	13.9546	9.6132	-5.2886	2.1149	-2.3264
8220.0000	8.8361	-5.2316	10.7460	-11.1237	9.1223	-3.2734	5.3614	-16.7636	1.0176	-11.7702	18.1170	-0.6032	8.3138	-19.2861	11.2446	-22.8526	12.6073	6.1695	-4.7651	4.5768	-0.4431
8224.0000	8.8358	0.9219	11.5600	-4.3507	4.6394	-5.3611	2.8921	-17.8187	1.0264	-10.0543	14.3665	0.4732	7.7863	-17.2183	8.5172	-21.8522	13.0854	5.9875	-0.6568	0.7888	-3.5686
8228.0000	5.9650	3.4657	6.6022	5.6829	8.4929	1.2709	3.7380	-19.2014	0.4222	-10.4014	9.9118	-6.4295	5.1669	-18.8695	6.4559	-25.7974	2.2849	0.9177	9.8803	10.5671	-0.1253
8232.0000	19.6327	11.6025	18.9050	5.2201	11.9532	-5.1156	3.3999	-26.6331	-2.2131	-23.8050	20.9804	-2.9428	14.1206	-31.0353	9.8949	-49.5705	13.9224	-2.0654	10.7739	7.0745	-4.0996
8236.0000	16.4563	13.8364	13.4597	12.0549	11.4452	-1.9209	1.8142	-22.7218	-3.2941	-22.1364	13.9804	-5.9480	11.5191	-25.6194	5.9553	-41.5546	6.2362	-7.2520	16.3237	10.3784	-3.0125
8240.0000	16.5861	9.3660	17.8886	3.7021	8.7467	-7.0498	2.7835	-29.4169	-0.6604	-20.4447	19.5713	-2.3542	13.2984	-28.4495	10.4929	-39.6308	16.1437	2.0723	8.6659	4.9330	-6.2442
8244.0000	10.3566	2.7338	14.1612	-4.1063	3.1151	-7.7351	2.3787	-20.4497	1.3457	-10.5888	15.7130	1.9385	8.9535	-18.6882	9.0763	-24.1387	16.6055	7.7047	-0.9109	-1.8766	-5.5883
8248.0000	8.8748	1.4536	9.6743	-0.1827	8.7279	-2.4568	3.6307	-21.7729	0.2278	-13.7006	14.1461	-4.2627	8.3815	-20.2697	9.0166	-23.5099	8.8227	2.3465	5.0573	8.0505	-2.2551
8252.0000	13.5926	7.6631	17.4380	-0.4085	1.0655	-12.2590	0.1437	-27.2902	0.7539	-14.5586	16.3248	2.4864	12.2634	-20.3038	9.3505	-22.3920	21.7160	7.0897	2.0133	-4.1806	-10.5081
8256.0000	-2.4216	-0.9506	-2.1754	2.8365	0.7062	0.8464	0.1419	-6.1607	0.7063	-0.2411	-1.2964	-3.5773	-0.2012	-0.9035	0.9257	5.7645	-1.7326	0.5703	3.5756	4.3531	-0.7661
8260.0000	-6.1258	-7.7465	-2.1414	-7.0573	-4.5057	-2.9696	0.1068	-4.4783	3.2739	6.4371	-0.7156	1.2023	-1.5611	4.2106	2.5939	18.7031	4.6029	8.9978	-7.0257	-3.1595	-2.6421
8264.0000	-10.9666	-14.9417	-6.8341	-15.2768	-6.9711	-2.0740	0.0446	6.2996	3.8744	13.0324	-4.0135	4.0469	-4.9927	13.5623	1.1426	33.4898	2.9486	10.6430	-15.8904	-6.7418	-0.3815
8268.0000	-13.8260	-26.8631	-11.1837	-26.3219	0.3888	3.7850	4.5058	11.5714	4.1618	13.1881	-0.3295	1.4323	-6.4916	12.8219	4.4905	34.8805	-1.6842	10.7121	-22.7674	0.7867	6.7422
8272.0000	-8.2987	-14.9562	0.1815	-20.6320	-10.9441	-8.7297	0.0226	-0.6257	5.9519	13.5373	1.7892	9.0546	-2.2677	9.5564	4.6826	29.5587	14.4756	19.0913	-21.6523	-14.7515	-5.0438
8276.0000	-2.8594	-13.9750	6.9544	-24.8734	-10.7880	-13.6474	0.2911	-6.4862	6.0667	8.9431	8.6858	12.0913	2.1324	3.6778	8.1237	21.6826	23.6427	22.0676	-25.0037	-18.6179	-8.1080
8280.0000	4.1444	-16.1772	9.9180	-31.5363	-2.0579	-11.1784	3.0300	-1.4336	3.2142	0.1780	16.3731	12.0869	5.7979	-2.4928	10.5076	5.8394	23.6152	15.9428	-28.1566	-14.2932	-3.3217
8284.0000	-10.5786	-14.8704	-11.0566	-13.9261	-1.5948	5.3836	1.3676	20.2948	1.1458	12.3634	-6.5781	2.3012	-7.7193	15.9450	-2.5456	24.6848	-7.8202	1.7686	-14.0409	-1.5907	7.0666
8288.0000	-16.4513	-21.1564	-14.5936	-18.8932	-3.9785	6.5790	2.3341	23.4662	3.3435	19.6428	-8.7079	3.1105	-11.3677	20.5563	-2.3118	34.2658	-9.0971	7.0253	-19.2826	-3.0160	8.5326
8292.0000	-23.3138	-25.7261	-17.3673	-22.4509	-9.3655	7.0815	2.8583	27.6974	6.4466	30.4092	-12.1400	5.6827	-16.4757	26.1753	-3.1602	41.8862	-9.7916	14.7958	-24.6520	-7.9098	9.3201
8296.0000	-31.6021	-31.4364	-27.9046	-20.9877	-7.1856	15.3009	3.9347	36.8965	6.4328	36.4785	-19.9999	0.7825	-22.6671	33.9502	-6.4147	54.1628	-23.1375	11.0411	-22.8866	-0.2972	15.5396
8300.0000	-25.0660	-24.5881	-24.8053	-15.4667	-4.3160	14.0437	2.4436	34.3487	3.4852	27.7564	-18.3878	-0.3803	-18.4417	30.1011	-7.1213	46.3900	-22.3211	3.7443	-17.0338	1.7116	13.9035
8304.0000	-23.7641	-22.5311	-26.7041	-13.0047	-3.6051	14.0299	0.5746	37.0222	1.3157	24.4431	-21.0689	-1.3634	-17.3377	33.4663	-9.2010	52.9761	-24.4058	-2.3902	-14.8577	3.0435	13.3625
8308.0000	-16.4983	-17.6075	-21.2880	-11.9964	-2.3230	9.4077	-1.0200	31.5884	-0.7836	15.6528	-16.8245	-0.3163	-11.5768	29.1084	-7.8769	48.3567	-17.8969	-5.9943	-13.2765	1.6876	9.4776
8312.0000	-16.6010	-11.1313	-26.2706	0.6242	1.3458	15.3365	-2.2045	34.7407	-3.6842	12.3295	-23.2846	-6.3474	-13.0135	30.3016	-12.5819	45.6299	-29.5964	-16.8947	-1.1582	10.1730	12.2868
8316.0000	-13.5484	-12.5348	-21.3152	-5.1866	-0.2335	9.2973	-2.6083	27.6763	-2.9106	9.4395	-17.9842	-3.4111	-9.0318	27.4794	-8.9002	48.3294	-19.5661	-12.3278	-6.2312	5.6936	7.8743
8320.0000	-6.0744	-7.7906	-10.9070	-8.2591	-3.6027	0.7261	-3.6972	20.1605	-2.4604	5.2408	-10.4324	2.6849	-3.5563	21.1074	-5.8231	37.5193	-5.6365	-7.1739	-10.0084	-3.7290	1.7120
8324.0000	-19.0473	-15.9764	-24.0207	-9.9650	-7.6153	7.4378	-4.0814	35.8539	-1.0381	19.3728	-22.9006	1.5258	-13.1791	37.4338	-11.3582	62.6710	-18.3736	-6.9458	-13.8836	-2.9307	7.0205
8328.0000	-15.5100	-16.0428	-18.2890	-14.8122	-8.8495	2.8857	-3.7679	31.6451	-0.2356	17.6602	-17.3066	5.1311	-10.2741	33.4109	-8.4332	57.0855	-9.9005	-2.3816	-18.3981	-7.9348	4.3173
8332.0000	-14.7155	-15.8734	-16.4530	-14.9685	-7.7580	3.4906	-2.4578	29.8458	0.3826	17.5673	-14.8979	5.0834	-10.2001	29.6186	-7.2189	48.6956	-9.3186	-0.5500	-18.0301	-7.3887	5.1467
8336.0000	-20.6748	-17.0100	-23.3448	-11.3533	-9.6484	7.0047	-3.5193	35.7054	0.4645	23.0447	-22.6291	2.9762	-14.5703	37.3940	-10.9261	61.2627	-17.0806	-2.7228	-15.8665	-5.4364	6.9302
8340.0000	-16.2849	-13.2280	-18.7316	-9.6441	-8.4665	5.4017	-3.2512	31.5926	0.0207	19.0580	-18.7778	3.5793	-11.9705	31.6126	-9.6651	49.4380	-13.7252	-2.8582	-13.8136	-6.0180	5.7321
8344.0000	-17.3030	-22.4979	-13.9627	-24.9871	-11.5457	0.0151	-0.9395	27.8660	3.7628	23.5665	-11.0433	9.5201	-11.0339	29.6025	-3.6583	52.0658	-1.6766	10.3140	-27.9331	-13.9259	3.7944
8348.0000	-22.3469	-16.2615	-20.2821	-11.1092	-13.5612	5.3546	-2.6883	31.6896	3.3230	28.4604	-21.3070	5.2542	-16.1976	34.6211	-9.7757	54.3054	-13.5005	5.3994	-16.8904	-9.9838	5.4964
